""	"Cytisus"	"Lathyrus"	"L.corn."	"L.ped."	"Medicago"	"Ononis"	"Pisum"	"Trifolium"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"PMT_259_1_1"	"0.0148"	"0"	"0.0015"	"3e-04"	"2e-04"	"3e-04"	"4e-04"	"6e-04"	"0.0012"	"0.1679"
"PMT_401_1_1"	"0.0027"	"1e-04"	"9e-04"	"-5e-04"	"0.0019"	"-2e-04"	"-2e-04"	"0.0039"	"0.0013"	"0.1666"
"Or_g7_3_2"	"6e-04"	"0.0022"	"0.0016"	"0.0043"	"0.0025"	"5e-04"	"0.0034"	"-3e-04"	"0.0019"	"0.1568"
"Control_g188_4_1"	"0.0143"	"0"	"-1e-04"	"4e-04"	"0.002"	"0.0013"	"0.0021"	"0.0017"	"0.0019"	"0.153"
"PMT_617_1_1"	"-4e-04"	"2e-04"	"0.0051"	"9e-04"	"0.0036"	"2e-04"	"-4e-04"	"0.001"	"0.0016"	"0.1506"
"PMT_256_1_1"	"0.0206"	"0"	"8e-04"	"6e-04"	"8e-04"	"1e-04"	"3e-04"	"8e-04"	"0.0015"	"0.1499"
"Control_g133_3_2"	"-9e-04"	"0"	"0.0011"	"2e-04"	"0.0036"	"1e-04"	"0.0025"	"0.0013"	"0.0014"	"0.1455"
"P450_g24_1_9"	"0.019"	"0"	"2e-04"	"3e-04"	"4e-04"	"1e-04"	"3e-04"	"1e-04"	"0.0011"	"0.1434"
"Gr_g36_5_1"	"0.0018"	"0.0119"	"0.0017"	"8e-04"	"0.0015"	"0.0014"	"0.0017"	"1e-04"	"0.0022"	"0.1425"
"P450_g24_4_2"	"0.0195"	"0"	"2e-04"	"4e-04"	"4e-04"	"1e-04"	"7e-04"	"3e-04"	"0.0013"	"0.1416"
"PMT_398_1_1"	"0.0015"	"0"	"9e-04"	"0"	"0.0022"	"-1e-04"	"-5e-04"	"0.0033"	"0.0012"	"0.1412"
"PMT_395_1_1"	"0.0033"	"0"	"0.0011"	"-2e-04"	"0.0012"	"0"	"-1e-04"	"0.0031"	"0.0011"	"0.1407"
"Or_g64_2_2"	"-8e-04"	"-1e-04"	"2e-04"	"0.0015"	"7e-04"	"1e-04"	"0.0029"	"0.0031"	"0.0011"	"0.1405"
"Gr_g36_2_1"	"3e-04"	"0"	"4e-04"	"3e-04"	"8e-04"	"1e-04"	"0.0016"	"0.0049"	"0.0013"	"0.1405"
"PMT_400_1_1"	"0.0023"	"0"	"9e-04"	"-2e-04"	"0.0014"	"-1e-04"	"3e-04"	"0.0034"	"0.0011"	"0.1394"
"Or_g65_6_1"	"4e-04"	"0"	"1e-04"	"0"	"0.0016"	"7e-04"	"0.0032"	"0.0015"	"0.001"	"0.1383"
"Control_g132_1_1"	"0.0022"	"0.01"	"0.001"	"0.001"	"2e-04"	"9e-04"	"0.0011"	"7e-04"	"0.0018"	"0.1374"
"P450_g24_3_7"	"0.019"	"0"	"3e-04"	"4e-04"	"3e-04"	"0"	"6e-04"	"3e-04"	"0.0012"	"0.1351"
"Gr_g31_2_2"	"0.0014"	"0"	"7e-04"	"-8e-04"	"8e-04"	"0.0045"	"0.0013"	"6e-04"	"9e-04"	"0.1335"
"Or_g74_3_1"	"0.0013"	"0.0036"	"8e-04"	"5e-04"	"0.0014"	"8e-04"	"0.0023"	"3e-04"	"0.0012"	"0.1321"
"P450_g24_2_7"	"0.0198"	"0"	"3e-04"	"1e-04"	"4e-04"	"0"	"6e-04"	"3e-04"	"0.0012"	"0.1317"
"Control_g120_3_3"	"5e-04"	"3e-04"	"0.003"	"0.0036"	"0.0021"	"0.0011"	"-1e-04"	"-7e-04"	"0.0014"	"0.1315"
"IR_g8_1_12"	"3e-04"	"0"	"0"	"0.0025"	"0.0031"	"5e-04"	"0.0031"	"-6e-04"	"0.0013"	"0.1289"
"PMT_399_1_1"	"0.0029"	"0"	"4e-04"	"-3e-04"	"0.0019"	"-1e-04"	"-5e-04"	"0.0029"	"0.0011"	"0.1251"
"PMT_396_1_1"	"0.0021"	"0"	"9e-04"	"-2e-04"	"0.0017"	"-1e-04"	"-7e-04"	"0.0026"	"0.001"	"0.1218"
"Or_g49_1_13"	"8e-04"	"0.0071"	"9e-04"	"6e-04"	"7e-04"	"6e-04"	"6e-04"	"5e-04"	"0.0014"	"0.1175"
"Gr_g50_4_1"	"0.0157"	"0"	"7e-04"	"2e-04"	"-3e-04"	"1e-04"	"3e-04"	"4e-04"	"9e-04"	"0.1166"
"Or_g61_5_2"	"3e-04"	"0"	"4e-04"	"1e-04"	"-3e-04"	"2e-04"	"0.0041"	"0.0029"	"8e-04"	"0.1146"
"PMT_397_1_1"	"0.0017"	"0"	"7e-04"	"-2e-04"	"0.0015"	"1e-04"	"-3e-04"	"0.0031"	"0.001"	"0.1139"
"PMT_299_1_1"	"0.0158"	"0"	"3e-04"	"3e-04"	"-4e-04"	"2e-04"	"8e-04"	"2e-04"	"8e-04"	"0.1116"
"PMT_301_1_1"	"0.0121"	"0"	"4e-04"	"3e-04"	"-1e-04"	"2e-04"	"2e-04"	"2e-04"	"7e-04"	"0.1107"
"Control_g133_4_2"	"2e-04"	"0"	"0.0011"	"1e-04"	"0.0013"	"0"	"0.0023"	"0.0016"	"0.001"	"0.11"
"Or_g61_4_1"	"-1e-04"	"1e-04"	"4e-04"	"1e-04"	"-2e-04"	"2e-04"	"0.0034"	"0.0018"	"6e-04"	"0.1098"
"Gr_g50_3_1"	"0.0141"	"0"	"1e-04"	"4e-04"	"-3e-04"	"3e-04"	"9e-04"	"3e-04"	"8e-04"	"0.1054"
"Control_g120_1_2"	"3e-04"	"0"	"0.002"	"0.002"	"0.0014"	"4e-04"	"5e-04"	"-0.0013"	"7e-04"	"0.102"
"Or_g49_3_2"	"3e-04"	"0.0056"	"0.0012"	"6e-04"	"8e-04"	"7e-04"	"9e-04"	"2e-04"	"0.0012"	"0.0992"
"Control_g133_2_1"	"-3e-04"	"0"	"0.0016"	"-1e-04"	"0.0017"	"0"	"0.0028"	"0.0011"	"0.001"	"0.0946"
"Control_g72_2_1"	"4e-04"	"0.001"	"0"	"0"	"1e-04"	"-1e-04"	"0.0017"	"0.001"	"4e-04"	"0.0941"
"Gr_g77_3_1"	"3e-04"	"0"	"4e-04"	"0.0035"	"6e-04"	"2e-04"	"5e-04"	"4e-04"	"9e-04"	"0.0935"
"PS_g2_2_3"	"-5e-04"	"0"	"9e-04"	"8e-04"	"1e-04"	"0"	"0.001"	"0.0023"	"7e-04"	"0.0914"
"Control_g120_2_2"	"0"	"5e-04"	"0.0019"	"0.0014"	"9e-04"	"4e-04"	"7e-04"	"0"	"8e-04"	"0.0905"
"Or_g75_3_2"	"5e-04"	"0"	"-4e-04"	"-2e-04"	"0.001"	"4e-04"	"0.0016"	"0.0018"	"7e-04"	"0.0863"
"Or_g74_5_1"	"3e-04"	"0.0037"	"7e-04"	"5e-04"	"7e-04"	"7e-04"	"0.0019"	"-3e-04"	"8e-04"	"0.0847"
"PMT_130_1_1"	"3e-04"	"0"	"3e-04"	"0.0026"	"6e-04"	"2e-04"	"7e-04"	"2e-04"	"7e-04"	"0.0801"
"Or_g49_5_1"	"7e-04"	"0.0048"	"4e-04"	"4e-04"	"7e-04"	"3e-04"	"6e-04"	"6e-04"	"0.001"	"0.0795"
"PMT_131_1_1"	"2e-04"	"0"	"2e-04"	"0.0029"	"6e-04"	"3e-04"	"6e-04"	"3e-04"	"7e-04"	"0.0774"
"PMT_229_1_1"	"0"	"0"	"6e-04"	"2e-04"	"4e-04"	"0"	"2e-04"	"0.0019"	"5e-04"	"0.0774"
"PMT_129_1_1"	"1e-04"	"0"	"1e-04"	"0.0027"	"5e-04"	"0"	"9e-04"	"1e-04"	"6e-04"	"0.077"
"Or_g49_4_2"	"8e-04"	"0.0044"	"5e-04"	"4e-04"	"5e-04"	"3e-04"	"4e-04"	"3e-04"	"9e-04"	"0.0767"
"PMT_621_1_1"	"2e-04"	"0"	"-2e-04"	"0"	"0"	"1e-04"	"0.0014"	"0.0017"	"4e-04"	"0.0765"
"Or_g76_5_1"	"3e-04"	"0"	"-2e-04"	"-2e-04"	"-1e-04"	"2e-04"	"0.0018"	"8e-04"	"3e-04"	"0.0761"
"Gr_g77_5_1"	"2e-04"	"0"	"2e-04"	"0.0028"	"5e-04"	"3e-04"	"4e-04"	"3e-04"	"7e-04"	"0.0761"
"Or_g76_3_1"	"2e-04"	"0"	"-1e-04"	"-3e-04"	"-3e-04"	"1e-04"	"0.0023"	"7e-04"	"2e-04"	"0.0726"
"Or_g61_6_1"	"3e-04"	"0"	"-2e-04"	"1e-04"	"0"	"2e-04"	"0.0016"	"0.0014"	"4e-04"	"0.0707"
"Gr_g35_1_1"	"2e-04"	"0"	"0.0012"	"3e-04"	"4e-04"	"2e-04"	"2e-04"	"1e-04"	"3e-04"	"0.0704"
"Gr_g77_4_1"	"1e-04"	"0"	"3e-04"	"0.002"	"4e-04"	"0"	"5e-04"	"3e-04"	"5e-04"	"0.0696"
"PMT_128_1_1"	"4e-04"	"1e-04"	"4e-04"	"0.0023"	"4e-04"	"1e-04"	"6e-04"	"2e-04"	"6e-04"	"0.0671"
"PMT_230_1_1"	"1e-04"	"0"	"3e-04"	"2e-04"	"4e-04"	"1e-04"	"5e-04"	"0.0017"	"5e-04"	"0.0667"
"PMT_132_1_1"	"4e-04"	"0"	"3e-04"	"0.0024"	"5e-04"	"0"	"3e-04"	"3e-04"	"6e-04"	"0.0661"
"Or_g74_4_2"	"2e-04"	"0.0017"	"8e-04"	"4e-04"	"6e-04"	"4e-04"	"0.001"	"-1e-04"	"6e-04"	"0.066"
"PMT_619_1_1"	"2e-04"	"0"	"-2e-04"	"1e-04"	"2e-04"	"1e-04"	"0.0013"	"8e-04"	"3e-04"	"0.0659"
"PMT_228_1_1"	"1e-04"	"0"	"4e-04"	"1e-04"	"2e-04"	"2e-04"	"3e-04"	"0.0018"	"4e-04"	"0.0657"
"PMT_133_1_1"	"1e-04"	"0"	"2e-04"	"0.0017"	"4e-04"	"1e-04"	"6e-04"	"3e-04"	"5e-04"	"0.0651"
"PMT_231_1_1"	"0"	"0"	"5e-04"	"1e-04"	"2e-04"	"1e-04"	"4e-04"	"0.0015"	"4e-04"	"0.064"
"PMT_134_1_1"	"1e-04"	"0"	"-3e-04"	"0.0022"	"5e-04"	"1e-04"	"9e-04"	"3e-04"	"6e-04"	"0.0628"
"PMT_342_1_1"	"0.0047"	"0"	"0"	"1e-04"	"2e-04"	"0"	"2e-04"	"1e-04"	"3e-04"	"0.0616"
"Control_g56_8_1"	"0"	"0"	"0"	"1e-04"	"2e-04"	"0"	"0.0017"	"-4e-04"	"2e-04"	"0.0613"
"Or_g61_2_1"	"4e-04"	"0"	"0"	"-1e-04"	"0"	"-2e-04"	"0.001"	"0.001"	"3e-04"	"0.0609"
"Control_g203_14_7"	"0.0011"	"0"	"-2e-04"	"0"	"8e-04"	"0"	"4e-04"	"0"	"3e-04"	"0.0581"
"PMT_344_1_1"	"0.0049"	"0"	"0"	"1e-04"	"2e-04"	"1e-04"	"0"	"2e-04"	"3e-04"	"0.0576"
"PMT_341_1_1"	"0.0046"	"0"	"1e-04"	"0"	"1e-04"	"0"	"0"	"3e-04"	"3e-04"	"0.0573"
"PMT_345_1_1"	"0.0056"	"0"	"1e-04"	"1e-04"	"0"	"0"	"1e-04"	"1e-04"	"3e-04"	"0.056"
"Or_g69_5_1"	"1e-04"	"1e-04"	"-2e-04"	"0"	"0"	"1e-04"	"0.0014"	"0.0011"	"3e-04"	"0.0557"
"Gr_g71_5_1"	"0.0037"	"0"	"2e-04"	"0"	"1e-04"	"0"	"-8e-04"	"1e-04"	"2e-04"	"0.0556"
"PMT_253_1_1"	"2e-04"	"0"	"4e-04"	"1e-04"	"3e-04"	"1e-04"	"4e-04"	"4e-04"	"3e-04"	"0.0555"
"PMT_343_1_1"	"0.0048"	"0"	"1e-04"	"1e-04"	"1e-04"	"0"	"2e-04"	"1e-04"	"3e-04"	"0.0552"
"Gr_g36_1_7"	"2e-04"	"0.0015"	"5e-04"	"4e-04"	"8e-04"	"2e-04"	"0.0012"	"2e-04"	"6e-04"	"0.0546"
"PMT_340_1_1"	"0.0045"	"0"	"0"	"2e-04"	"1e-04"	"0"	"3e-04"	"0"	"3e-04"	"0.0534"
"P450_g29_3_2"	"2e-04"	"3e-04"	"0"	"3e-04"	"7e-04"	"0"	"7e-04"	"5e-04"	"4e-04"	"0.0531"
"Gr_g71_1_5"	"0.0041"	"0"	"1e-04"	"0"	"1e-04"	"0"	"2e-04"	"0"	"3e-04"	"0.0524"
"Gr_g71_4_1"	"0.0038"	"0"	"0"	"2e-04"	"2e-04"	"0"	"1e-04"	"0"	"3e-04"	"0.0503"
"PMT_559_1_1"	"0"	"0"	"2e-04"	"1e-04"	"1e-04"	"1e-04"	"4e-04"	"7e-04"	"2e-04"	"0.0494"
"Gr_g71_2_3"	"0.0044"	"0"	"0"	"0"	"1e-04"	"0"	"2e-04"	"1e-04"	"3e-04"	"0.0491"
"Or_g60_6_1"	"0"	"0"	"3e-04"	"7e-04"	"-3e-04"	"0"	"4e-04"	"4e-04"	"2e-04"	"0.0483"
"Gr_g35_5_1"	"4e-04"	"0"	"5e-04"	"1e-04"	"4e-04"	"0"	"3e-04"	"3e-04"	"3e-04"	"0.0479"
"PMT_586_1_1"	"1e-04"	"8e-04"	"9e-04"	"-1e-04"	"2e-04"	"0"	"1e-04"	"2e-04"	"3e-04"	"0.0478"
"PMT_629_1_1"	"3e-04"	"0"	"0"	"-2e-04"	"0"	"3e-04"	"0.0011"	"3e-04"	"1e-04"	"0.0448"
"Gr_g35_4_2"	"1e-04"	"0"	"4e-04"	"0"	"5e-04"	"0"	"2e-04"	"1e-04"	"2e-04"	"0.0434"
"Control_g73_5_2"	"0"	"0.0015"	"2e-04"	"3e-04"	"3e-04"	"2e-04"	"2e-04"	"2e-04"	"4e-04"	"0.0429"
"P450_g68_2_1"	"0"	"0"	"1e-04"	"0"	"0"	"6e-04"	"3e-04"	"0"	"1e-04"	"0.0419"
"Gr_g8_4_1"	"0"	"0"	"3e-04"	"0"	"3e-04"	"0"	"2e-04"	"-2e-04"	"1e-04"	"0.0416"
"Or_g69_3_1"	"4e-04"	"0"	"0"	"-1e-04"	"-1e-04"	"1e-04"	"0.0012"	"9e-04"	"3e-04"	"0.0412"
"Gr_g75_2_6"	"2e-04"	"0"	"-1e-04"	"3e-04"	"1e-04"	"1e-04"	"6e-04"	"4e-04"	"2e-04"	"0.041"
"P450_g47_1_14"	"2e-04"	"0.0014"	"2e-04"	"3e-04"	"2e-04"	"3e-04"	"2e-04"	"1e-04"	"3e-04"	"0.0401"
"P450_g49_5_2"	"0"	"0"	"0"	"0.001"	"1e-04"	"0"	"0"	"2e-04"	"2e-04"	"0.04"
"P450_g68_3_4"	"1e-04"	"0"	"2e-04"	"2e-04"	"1e-04"	"6e-04"	"3e-04"	"1e-04"	"2e-04"	"0.0398"
"Control_g46_8_1"	"0"	"0"	"0"	"0"	"0"	"0"	"6e-04"	"0"	"0"	"0.0394"
"Or_g8_1_16"	"0"	"4e-04"	"2e-04"	"1e-04"	"-2e-04"	"1e-04"	"1e-04"	"2e-04"	"1e-04"	"0.0389"
"PMT_648_1_7"	"1e-04"	"9e-04"	"4e-04"	"0"	"5e-04"	"2e-04"	"6e-04"	"4e-04"	"4e-04"	"0.0343"
"Gr_g60_3_2"	"0"	"0"	"-1e-04"	"0"	"-1e-04"	"0"	"4e-04"	"0"	"0"	"0.0328"
"Gr_g8_2_2"	"1e-04"	"0"	"1e-04"	"0"	"2e-04"	"4e-04"	"5e-04"	"-1e-04"	"1e-04"	"0.0319"
"Gr_g60_5_1"	"0"	"0"	"-1e-04"	"0"	"-1e-04"	"0"	"3e-04"	"1e-04"	"0"	"0.0318"
"PMT_278_1_1"	"2e-04"	"0"	"1e-04"	"1e-04"	"0"	"0"	"2e-04"	"2e-04"	"1e-04"	"0.0308"
"P450_g29_2_4"	"0"	"0.0012"	"1e-04"	"1e-04"	"2e-04"	"1e-04"	"1e-04"	"2e-04"	"3e-04"	"0.0304"
"Control_g73_3_2"	"0"	"9e-04"	"1e-04"	"2e-04"	"2e-04"	"3e-04"	"1e-04"	"1e-04"	"2e-04"	"0.0304"
"Control_g161_5_5"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0.0012"	"0"	"1e-04"	"0.0301"
"P450_g58_2_3"	"1e-04"	"0"	"1e-04"	"1e-04"	"1e-04"	"6e-04"	"0"	"1e-04"	"1e-04"	"0.03"
"PMT_280_1_1"	"2e-04"	"1e-04"	"-1e-04"	"0"	"1e-04"	"0"	"1e-04"	"5e-04"	"1e-04"	"0.0285"
"Gr_g64_1_1"	"0"	"0"	"0"	"0"	"2e-04"	"0"	"-4e-04"	"-1e-04"	"0"	"0.027"
"OBP_g3_5_1"	"2e-04"	"0"	"0"	"4e-04"	"2e-04"	"-1e-04"	"1e-04"	"1e-04"	"1e-04"	"0.0264"
"PMT_647_1_1"	"0"	"0"	"0"	"0"	"-2e-04"	"0"	"0"	"2e-04"	"0"	"0.0262"
"Gr_g38_1_3"	"-1e-04"	"0"	"0"	"1e-04"	"-1e-04"	"0"	"1e-04"	"1e-04"	"0"	"0.0256"
"PMT_270_1_1"	"1e-04"	"0"	"0"	"0"	"-1e-04"	"1e-04"	"2e-04"	"4e-04"	"1e-04"	"0.0248"
"Gr_g68_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"5e-04"	"0"	"0"	"0.0243"
"OBP_g3_1_3"	"0"	"0"	"1e-04"	"3e-04"	"0"	"0"	"0"	"0"	"1e-04"	"0.0226"
"OBP_g3_2_1"	"0"	"0"	"0"	"4e-04"	"1e-04"	"0"	"1e-04"	"1e-04"	"1e-04"	"0.0221"
"PMT_515_1_1"	"0"	"1e-04"	"1e-04"	"2e-04"	"0"	"0"	"2e-04"	"-5e-04"	"0"	"0.0219"
"PMT_254_1_1"	"0"	"0"	"4e-04"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0.0204"
"PMT_293_1_1"	"0.0014"	"0"	"0"	"0"	"1e-04"	"1e-04"	"1e-04"	"0"	"1e-04"	"0.0203"
"Control_g86_6_6"	"2e-04"	"4e-04"	"0"	"1e-04"	"1e-04"	"0"	"0"	"1e-04"	"1e-04"	"0.02"
"Gr_g43_5_1"	"0.001"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0.0197"
"PMT_516_1_1"	"0"	"0"	"0"	"1e-04"	"-3e-04"	"0"	"3e-04"	"0"	"0"	"0.0189"
"Gr_g68_1_6"	"0"	"0"	"0"	"0"	"0"	"0"	"4e-04"	"0"	"0"	"0.0184"
"Control_g161_6_10"	"0"	"0"	"-1e-04"	"0"	"-1e-04"	"1e-04"	"8e-04"	"-1e-04"	"0"	"0.0183"
"Control_g14_11_2"	"2e-04"	"4e-04"	"2e-04"	"0"	"2e-04"	"1e-04"	"1e-04"	"-1e-04"	"1e-04"	"0.0179"
"PMT_248_1_1"	"0"	"0"	"1e-04"	"0"	"0"	"2e-04"	"1e-04"	"0"	"1e-04"	"0.0175"
"Gr_g43_3_2"	"6e-04"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0175"
"PMT_517_1_1"	"1e-04"	"0"	"0"	"1e-04"	"-1e-04"	"1e-04"	"0"	"-2e-04"	"0"	"0.0157"
"Or_g9_3_2"	"0"	"3e-04"	"1e-04"	"1e-04"	"1e-04"	"1e-04"	"1e-04"	"-1e-04"	"1e-04"	"0.0152"
"Control_g88_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0148"
"P450_g17_4_1"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"-3e-04"	"1e-04"	"0"	"0.0148"
"Gr_g64_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0145"
"Control_g86_2_2"	"1e-04"	"1e-04"	"0"	"0"	"0"	"0"	"1e-04"	"1e-04"	"1e-04"	"0.013"
"Gr_g43_4_2"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0129"
"Gr_g72_1_9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0129"
"PMT_631_1_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0.012"
"PMT_518_1_1"	"1e-04"	"0"	"0"	"1e-04"	"0"	"0"	"2e-04"	"-2e-04"	"0"	"0.0118"
"PMT_446_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0116"
"Gr_g34_1_5"	"1e-04"	"0"	"2e-04"	"0"	"1e-04"	"0"	"0"	"1e-04"	"1e-04"	"0.0114"
"Or_g26_4_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0113"
"PMT_125_1_1"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0.0109"
"Or_g9_4_1"	"0"	"1e-04"	"0"	"0"	"1e-04"	"0"	"3e-04"	"0"	"1e-04"	"0.0108"
"PMT_319_1_1"	"0"	"0"	"2e-04"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0108"
"Or_g42_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0107"
"PMT_541_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0099"
"Or_g56_1_5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0098"
"PMT_262_1_1"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"2e-04"	"0"	"0"	"0.0098"
"Gr_g70_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0094"
"Control_g171_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0.0094"
"Or_g24_5_1"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0094"
"Gr_g70_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0092"
"PMT_261_1_1"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"1e-04"	"0"	"0"	"0.0089"
"OBP_g3_6_1"	"0"	"0"	"0"	"1e-04"	"0"	"1e-04"	"0"	"0"	"0"	"0.0089"
"PMT_540_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"-1e-04"	"0"	"0.0088"
"Or_g42_5_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0088"
"Control_g105_4_3"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0"	"0.0084"
"Or_g24_1_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0083"
"Gr_g68_2_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.008"
"P450_g58_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0.008"
"Control_g56_5_1"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"-1e-04"	"0"	"0.008"
"PMT_245_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0079"
"Or_g18_1_6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0078"
"Or_g9_6_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0078"
"PMT_447_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0077"
"Or_g42_6_1"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0075"
"PMT_263_1_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"1e-04"	"2e-04"	"1e-04"	"0.0074"
"PMT_521_1_1"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"0"	"1e-04"	"0"	"0.0074"
"Or_g39_2_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0074"
"PMT_194_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0073"
"Control_g56_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0071"
"Or_g78_3_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.007"
"PMT_448_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.007"
"P450_g18_4_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0068"
"PMT_537_1_1"	"0"	"0"	"0"	"-1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0068"
"PMT_247_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0067"
"Control_g162_10_12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0067"
"Control_g87_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-2e-04"	"0"	"0.0066"
"Control_g147_1_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0066"
"PMT_386_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0065"
"Or_g42_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0064"
"Control_g156_6_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0064"
"Control_g108_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0063"
"Control_g156_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0062"
"PMT_244_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0062"
"Or_g43_3_1"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"1e-04"	"0"	"0"	"0.0061"
"Control_g171_5_1"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"2e-04"	"0"	"0.0061"
"Control_g38_2_3"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"0.0061"
"Gr_g23_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0058"
"PMT_60_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0058"
"Or_g18_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0057"
"Control_g156_3_3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0056"
"PMT_385_1_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0055"
"Control_g89_4_1"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0.0055"
"P450_g38_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0055"
"Or_g9_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0055"
"Gr_g30_2_2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"Or_g78_1_13"	"2e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"SP_g4_7_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0054"
"Control_g19_2_1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0053"
"Control_g163_2_4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0052"
